seconds,tamb,rh,ws,wd
60,3.914,66.98,4.446,134.1
60,3.858,66.1,4.627,143.8
60,3.85,66.11,4.885,131.8
60,3.635,67.25,4.291,141.6
60,3.5,67.89,4.858,141.2
60,3.487,68.09,5.183,140.6
60,3.542,67.9,4.395,150.9
60,3.678,67.99,4.276,151.4
60,3.628,68.32,4.217,137.2
60,3.578,67.98,5.047,138.6
60,3.726,67.81,4.949,138.8
60,3.623,67.13,5.325,140.7
60,3.638,67.01,4.637,140.4
60,3.582,67.14,4.225,138.7
60,3.579,67.22,4.885,140.7
60,3.592,67.05,4.497,142.9
60,3.536,67.11,4.701,136.8
60,3.617,66.91,4.941,139.6
60,3.822,66.17,4.604,147.4
60,3.669,66.3,4.315,143.1
60,3.538,66.76,4.16,143.4
60,3.548,66.53,4.475,131.2
60,3.533,66.63,4.631,136.7
60,3.662,66.36,4.987,121
60,3.638,66.2,5.289,131.6
60,3.823,65.42,5.633,136.3
60,3.988,64.75,5.276,132.7
60,3.956,65.1,4.448,136.2
60,3.905,65.56,4.336,137.8
60,3.669,65.69,4.688,138.7
60,3.681,66.05,4.253,149.5
60,3.453,67.21,4.028,142.5
60,3.357,68.07,3.989,132.5
60,3.272,69.1,3.896,146.1
60,3.133,70.14,3.456,142
60,2.898,70.14,3.887,144.2
60,3.134,70.07,3.361,144.1
60,2.9,70.17,3.618,138
60,2.896,70.16,3.801,142.1
60,3.005,69.7,4.123,138
60,3.167,68.54,3.912,146.7
60,3.088,68.73,3.86,131.6
60,3.084,68.81,4.224,145.3
60,3.078,68.67,4.699,130.9
60,3.231,68.56,4.47,132.9
60,3.444,67.18,5.063,119.7
60,3.455,66.65,4.059,132.6
60,3.461,66.63,4.147,134.1
60,3.319,67.01,4.64,137.3
60,3.392,67.01,4.181,133.2
60,3.361,67.07,3.799,146.6
60,3.356,67.26,3.615,150.2
60,3.41,66.97,3.17,142.4
60,3.315,67.43,2.795,134
60,3.081,68.45,2.747,135.7
60,2.954,68.89,2.525,138.1
60,3.021,68.53,2.829,135.7
60,3.135,67.77,2.662,139.4
60,3.169,67.54,2.385,141.8
60,3.182,67.88,2.318,139.6
60,3.153,67.6,2.933,129.3
60,3.454,66.52,3.226,151.5
60,3.691,65.16,3.549,147.3
60,3.958,64.09,3.112,138.6
60,3.902,64.58,2.767,138.3
60,3.915,63.84,3.227,141.3
60,3.909,64.28,2.274,132.9
60,3.7,65.09,2.697,126.1
60,3.636,65.76,2.478,126.4
60,3.543,66.33,2.341,110.4
60,3.358,67.14,2.2,113.4
60,3.365,67.3,2.385,134
60,3.353,67.28,2.28,123.8
60,3.268,67.09,3.147,133.7
60,3.588,65.64,3.347,135.8
60,3.668,65.46,2.92,139.2
60,3.633,66.24,2.731,137.2
60,3.447,66.76,2.909,143.7
60,3.444,66.67,3.004,133.3
60,3.455,66.3,2.667,126.5
60,3.351,66.95,2.434,134
60,3.312,67.05,2.623,136
60,3.318,66.78,2.878,144.9
60,3.349,66.82,2.546,138.7
60,3.365,66.88,2.118,146
60,3.494,66.68,2.184,142
60,3.396,66.8,2.488,163.3
60,3.506,66.81,2.104,134.4
60,3.385,67.54,1.668,144.3
60,3.21,67.91,1.45,139.5
60,3.042,68.66,1.762,127.7
60,2.941,68.64,2.261,129
60,3.046,68.31,2.481,140.8
60,3.265,67.82,2.79,138.2
60,3.307,67.71,2.47,142.6
60,3.244,67.81,2.096,137.4
60,3.295,68.08,2.2,153.6
60,3.122,68.18,2.85,136.3
60,3.221,68.25,3.623,137.2
60,3.259,67.53,3.802,130.5
60,3.313,67.34,3.007,135.4
60,3.265,67.59,2.826,123.6
60,3.172,68.05,2.837,126.1
60,3.18,68.73,2.868,117.4
60,2.973,69.46,2.79,128.5
60,2.895,70.11,2.483,134.2
60,2.665,70.85,1.952,132.5
60,2.587,71.16,2.426,133.1
60,2.581,70.85,2.628,139.8
60,2.713,70.58,1.733,135
60,2.91,70.34,1.049,146.3
60,2.712,70.24,1.119,127.6
60,2.671,70.38,1.281,119.2
60,2.728,70.68,0.866,119.3
60,2.734,71.17,0.513,121.9
60,2.483,71.46,0.359,98
60,2.404,74.15,0.328,326.7
60,2.042,78.87,0.335,219.9
60,1.843,79.27,0.162,212.9
60,1.7,79.11,0.018,118.7
60,1.605,78.99,0.616,172
60,1.528,78.91,0.271,130.3
60,1.706,77.13,1.022,144.7
60,1.806,76.04,1.333,134.2
60,2.007,75.26,1.361,133.7
60,1.995,74.77,1.72,131.8
60,2.12,74.49,1.379,132
60,2.165,73.9,1.382,130.6
60,2.222,73.33,1.635,114.4
60,2.446,72.56,1.826,122.4
60,2.627,71.84,2.084,115.2
60,2.709,71.12,2.207,108
60,2.849,70.72,2.306,95.6
60,2.799,71.23,2.533,79.54
60,2.422,74.69,2.243,87.3
60,1.809,79.12,2.314,79.63
60,1.175,82.3,2.014,73.37
60,1.041,85.1,2.016,65.88
60,0.949,86.5,1.81,67.69
60,0.762,87.4,1.844,58.87
60,0.569,88.9,1.803,42.87
60,0.469,89.9,1.414,61.47
60,0.343,90.4,1.266,32.25
60,0.446,90.5,1.099,12.62
60,0.42,89.9,0.908,8.61
60,0.492,89.5,0.63,55.69
60,0.473,89.5,0.328,45.68
60,0.443,88.8,0.376,61.97
60,0.478,88.1,0.127,49.4
60,0.525,87.7,0.075,133
60,0.614,86.9,0.274,151.3
60,0.742,84.9,1.029,131.9
60,1.121,82.1,1.085,134.5
60,1.391,80.1,1.155,132.2
60,1.476,78.73,1.285,120.8
60,1.83,76.44,1.602,128.6
60,2.036,74.99,1.107,111.7
60,2.207,74.29,0.763,78.64
60,2.262,75.66,0.809,354.5
60,1.94,80.3,1.563,310.7
60,1.252,83.9,1.942,336.6
60,1.023,85.9,1.784,323.9
60,0.825,87.8,1.769,312.2
60,0.691,89,1.821,312.1
60,0.649,89.8,1.717,312.5
60,0.609,89.4,1.4,309.2
60,0.749,87.6,0.964,13.78
60,1.023,84.5,0.137,352.3
60,1.214,83.5,0,88.3
60,1.116,82.4,0,88.1
60,1.158,82,0,88.3
60,1.336,81.6,0,88.3
60,1.293,81.1,0.17,117.2
60,1.613,80.3,0.39,114.6
