seconds,tamb,rh,ws,wd
60,-3.317,95,2.385,291.5
60,-3.402,94.9,2.548,294.7
60,-3.338,95,2.236,285.3
60,-3.353,94.8,2.458,295.1
60,-3.18,94.3,2.679,289.9
60,-3.319,94,2.527,295.3
60,-3.353,94,2.194,302.4
60,-3.362,94.4,2.832,292.2
60,-3.281,94.6,2.981,300.2
60,-3.351,94.3,2.584,295.7
60,-3.362,94.4,2.716,291.3
60,-3.183,94.3,2.408,281.5
60,-3.262,94.2,2.532,282.3
60,-3.365,94.1,2.87,285.7
60,-3.212,94.2,2.948,287.6
60,-3.32,94.3,2.987,289.9
60,-3.323,94.3,2.78,288.4
60,-3.405,94.2,2.901,299.2
60,-3.263,93.8,2.76,287.9
60,-3.457,93.7,2.367,282.5
60,-3.365,94,2.584,284.5
60,-3.446,94.1,2.354,282.8
60,-3.383,94.3,2.391,275.4
60,-3.447,94.5,2.252,279.3
60,-3.291,94.7,2.097,289.8
60,-3.457,94.3,2.213,276.8
60,-3.445,93.7,2.181,278
60,-3.371,93.1,2.282,284.5
60,-3.32,92.6,2.295,267.8
60,-3.307,92.4,2.207,280.5
60,-3.402,92.1,2.484,272.6
60,-3.413,91.9,2.581,277.5
60,-3.269,91.7,2.532,272
60,-3.307,92.1,2.256,271.6
60,-3.321,92.9,2.821,280.5
60,-3.249,93.7,3.079,290.1
60,-3.311,94.1,3.27,292.4
60,-3.322,94.4,3.492,288.1
60,-3.221,94.5,2.924,284.7
60,-3.224,94.9,2.579,271.2
60,-3.245,95.2,3.139,295.7
60,-3.308,95,2.978,294
60,-3.309,95.1,2.925,290.4
60,-3.247,95.2,3.36,306
60,-3.309,94.9,3.252,288.9
60,-3.308,94.8,3.272,286.5
60,-3.32,94.7,3.144,298
60,-3.314,94.8,3.427,286.5
60,-3.231,94.8,3.935,299.5
60,-3.319,94.6,3.83,294.8
60,-3.361,94.4,3.409,296.1
60,-3.217,94.7,3.268,293.4
60,-3.319,95,3.82,282.9
60,-3.244,95,4.02,286.4
60,-3.219,94.6,3.441,295.3
60,-3.318,94.5,3.535,298.6
60,-3.321,94.4,3.335,302.2
60,-3.212,94,3.143,297.1
60,-3.314,94.1,3.273,305.9
60,-3.322,94.3,3.263,295.3
60,-3.233,94.5,3.126,296.9
60,-3.175,94.7,3.781,294.9
60,-3.32,94.3,3.415,298.7
60,-3.311,94,3.291,291.8
60,-3.247,94.1,3.621,301.8
60,-3.272,93.8,3.704,302.5
60,-3.361,93.7,3.847,302.1
60,-3.267,93.6,3.799,294.7
60,-3.366,93.4,3.557,290.1
60,-3.184,93.7,3.683,286
60,-3.261,93.9,3.561,293
60,-3.311,94.1,2.945,289.4
60,-3.185,94.2,2.746,287.8
60,-3.276,94.3,3.175,284
60,-3.341,94.5,3.734,292.9
60,-3.367,94.8,3.649,298.1
60,-3.354,94.9,2.93,298.3
60,-3.356,95,3.276,303.5
60,-3.291,95.1,3.227,295.1
60,-3.357,94.9,3.214,291.2
60,-3.352,94.8,3.285,296.6
60,-3.29,95,3.221,293.6
60,-3.275,95.2,2.726,298.1
60,-3.213,95.4,2.378,299.1
60,-3.239,95.5,3,287.3
60,-3.321,95.5,3.549,295.9
60,-3.232,95.6,3.275,289.5
60,-3.311,95.6,3.464,291.8
60,-3.368,95.7,3.275,284.5
60,-3.402,95.8,3.389,288.2
60,-3.399,95.8,3.067,282.2
60,-3.395,95.9,3.097,289.7
60,-3.408,96.1,2.524,286.6
60,-3.259,96.2,3.165,281.4
60,-3.407,96.2,3.192,289.8
60,-3.187,96.4,3.131,276.8
60,-3.215,96.3,3.357,266.6
60,-3.31,96.2,3.325,282.5
60,-3.234,96.2,3.267,273.9
60,-3.314,95.9,3.321,278.3
60,-3.219,95.9,3.076,280.5
60,-3.32,95.8,3.379,271.4
60,-3.139,96,3.479,278.6
60,-3.258,95.9,3.781,283.2
60,-3.224,95.7,3.311,284.5
60,-3.322,95.6,3.092,283.5
60,-3.264,95.7,2.762,286.6
60,-3.306,95.6,3.149,280.8
60,-3.235,95.4,2.924,283
60,-3.319,95.3,2.285,285.7
60,-3.218,95.4,2.715,295.5
60,-3.229,95.5,2.847,284.9
60,-3.183,95.7,2.662,294.5
60,-3.265,95.4,3.023,298.3
60,-3.182,95.1,3.017,298.4
60,-3.199,94.8,3.258,292
60,-3.274,94.7,2.844,294.2
60,-3.262,94.1,3.314,293.6
60,-3.265,93,3.036,298.2
60,-3.187,93,3.308,301.1
60,-3.268,93,3.205,290.4
60,-3.216,93.6,2.76,289.1
60,-3.138,94.1,3.507,288.5
60,-3.231,94,3.433,285.5
60,-3.141,94,3.438,282.1
60,-3.129,93.7,3.272,284.1
60,-3.229,93.8,2.728,284.3
60,-3.12,94,2.902,274.9
60,-3.215,94,2.857,267.9
60,-3.221,94,2.933,280.5
60,-3.146,93.8,2.739,262.2
60,-3.224,93.7,2.492,277.3
60,-3.138,93.9,2.653,263.7
60,-3.135,94.2,2.551,267.6
60,-3.17,94.1,2.553,259.2
60,-3.218,94.1,2.579,267.5
60,-3.171,94.2,2.368,271.5
60,-3.062,94.5,2.617,269.3
60,-3.061,93.8,2.992,284.4
60,-3.038,93,3.059,285.1
60,-3.036,92.7,3.072,280.8
60,-3.139,92.3,2.615,288.7
60,-3.059,91.6,2.296,292.4
60,-3.122,91.1,2.264,313.3
60,-3.003,90.8,2.288,295.8
60,-3.045,90.6,2.314,306.4
60,-3.131,89.5,2.492,310.2
60,-3.124,88.8,2.443,306.9
60,-3.041,88.8,2.573,302.8
60,-3.138,89,2.43,301.3
60,-3.129,89.1,2.664,318.5
60,-3.037,88.3,2.898,306.4
60,-3.135,88.3,2.636,302
60,-2.959,89.4,2.51,298.4
60,-3.032,89.6,2.318,288.4
60,-3.124,89,2.651,306.5
60,-3.137,88.5,2.31,311
60,-3.107,88.1,2.21,303.6
60,-3.17,88.2,2.401,299.7
60,-3.173,88.4,2.342,291.1
60,-3.097,89.1,2.014,298.3
60,-3.139,89.4,2.239,294.6
60,-3.171,89.3,2.267,312.5
60,-3.084,90.3,2.259,283.9
60,-3.184,90.4,2.938,312
60,-3.105,89.9,2.901,306.3
60,-3.08,89.8,2.888,326.7
60,-3.174,89.7,2.35,323.8
60,-3.049,90,2.153,325.1
60,-3.137,89.8,2.174,331.3
60,-3.214,90.1,2.022,329.7
60,-3.143,89.8,2.377,327.3
60,-3.145,89.8,2.404,324.7
60,-3.223,90.2,2.202,334.4
60,-3.138,91.1,2.23,326.9
60,-3.132,91.8,2.476,329.5
60,-3.145,92.1,2.46,335.9
60,-3.27,92.1,2.52,335.8
60,-3.08,92.2,2.323,335.3
60,-3.187,92.3,2.311,337.2
60,-3.197,92.9,2.47,317.4
60,-3.092,93.5,3.043,315.4
60,-3.167,93.7,3.014,315.5
60,-3.311,93.7,2.942,314.3
60,-3.237,94.1,2.522,318.2
60,-3.318,94.3,2.584,321.9
60,-3.263,94.4,2.497,311.8
60,-3.356,94,2.625,315.8
60,-3.327,93.6,2.772,318.6
60,-3.409,92.9,2.742,317.7
60,-3.398,92.7,2.742,315.7
60,-3.31,92.9,2.561,316
60,-3.412,93.1,2.653,311.5
60,-3.41,93.6,2.465,321
60,-3.398,94,2.715,329.6
60,-3.312,94.3,2.59,326.9
60,-3.363,94.5,2.355,321.2
60,-3.365,94.5,2.664,322.6
60,-3.259,94.4,2.641,326.5
60,-3.353,94.2,2.556,313.3
60,-3.41,93.9,2.751,320.8
60,-3.322,94,2.809,315.7
60,-3.311,94.1,2.613,334
60,-3.398,94.3,2.414,326.8
60,-3.324,94.6,2.602,326.5
60,-3.412,94.7,2.548,330.3
60,-3.268,95,2.262,331.2
60,-3.351,94.9,2.249,347.6
60,-3.282,95.2,2.661,348.4
60,-3.366,95.5,2.821,340.3
60,-3.36,95.9,2.947,336.8
60,-3.275,96.3,2.782,337.4
60,-3.355,96.4,2.555,330
60,-3.365,96.7,2.278,336.4
60,-3.233,96.9,2.537,339
60,-3.352,96.8,2.657,337.2
60,-3.357,96.7,2.45,337.9
60,-3.377,96.7,2.653,337.4
60,-3.425,96.5,2.47,337.9
60,-3.44,96.4,2.499,333.2
60,-3.58,96.3,2.329,329.1
60,-3.514,96.3,1.891,332.7
60,-3.591,96.3,1.953,335.2
60,-3.505,96.3,1.833,327.4
60,-3.448,96.3,1.602,330.9
60,-3.45,96.4,1.646,333.3
60,-3.549,96.1,1.833,341.1
60,-3.451,96.2,1.744,337
60,-3.487,96.3,2.203,335.5
60,-3.498,96.4,1.864,342.3
60,-3.411,96.6,1.671,346
60,-3.401,96.7,1.792,347.2
60,-3.319,96.8,1.669,324
60,-3.361,96.9,2.024,329.2
60,-3.364,96.9,2.141,325.1
60,-3.311,96.9,2.167,331.2
60,-3.399,96.7,1.875,331.3
60,-3.411,96.7,1.926,332.6
60,-3.36,96.8,1.919,331.3
60,-3.441,96.7,1.661,341
60,-3.375,96.7,1.594,329.2
60,-3.455,96.7,1.715,330.1
60,-3.446,96.7,1.772,335.5
60,-3.441,96.7,1.63,330.4
60,-3.376,96.8,1.628,337.9
60,-3.456,96.7,1.189,332
60,-3.395,96.7,1.22,333.7
60,-3.262,96.8,1.14,335.6
60,-3.454,96.6,1.111,335.5
60,-3.453,96.6,0.957,326.8
60,-3.44,96.6,1.107,319
60,-3.328,96.7,1.034,320.3
60,-3.332,96.7,0.872,326.3
60,-3.394,96.6,1.031,327
60,-3.408,96.5,0.998,328.3
60,-3.363,96.5,0.789,327.5
60,-3.422,96.6,0.742,327.5
60,-3.454,96.4,0.872,330.8
60,-3.365,96.5,0.693,336
60,-3.429,96.5,0.704,324.5
60,-3.455,96.5,0.519,337.4
60,-3.44,96.4,0.39,331.4
60,-3.403,96.4,0.436,331.7
60,-3.33,96.5,0.439,331.7
60,-3.259,96.5,0.198,331.8
60,-3.363,96.4,0.433,331.8
60,-3.353,96.4,0.336,331.9
60,-3.266,96.4,0.129,331.9
60,-3.361,96.4,0,331.9
60,-3.349,96.3,0,331.9
60,-3.269,96.4,0,331.9
60,-3.353,96.3,0,331.9
60,-3.31,96.3,0,331.9
60,-3.239,96.3,0.312,35.46
60,-3.302,96.1,0.717,26.57
60,-3.285,96.1,0.959,33.58
60,-3.351,96,0.616,44.97
60,-3.357,96,0.655,19.73
60,-3.271,96.1,0.957,16.85
60,-3.317,96,1.287,14.77
60,-3.356,96,1.437,12.82
60,-3.32,96,1.416,10.18
60,-3.366,95.9,1.557,4.244
60,-3.455,95.9,1.187,12.8
60,-3.35,95.8,1.24,0.102
60,-3.448,95.8,1.008,4.531
60,-3.452,95.8,0.959,21.75
60,-3.399,95.9,1.163,26.32
60,-3.545,95.7,1.436,26.61
60,-3.479,95.8,1.205,16.36
60,-3.541,95.8,1.223,7.592
60,-3.357,96.1,0.982,9.92
60,-3.447,96,1.119,26.68
60,-3.545,96,0.952,39.9
60,-3.439,96.1,0.843,44.08
60,-3.545,96,1.081,56.8
60,-3.453,95.7,0.851,69.92
60,-3.444,95.4,0.98,82.6
60,-3.539,95.2,1.037,91.4
60,-3.487,95.1,1.099,82.3
60,-3.591,94.9,0.969,83.8
60,-3.438,94.8,0.91,78.27
60,-3.499,94.7,0.996,70.21
60,-3.362,94.8,1.019,57.14
60,-3.316,94.9,1.006,59.35
60,-3.392,94.8,1.049,43.58
60,-3.269,95,0.97,38.93
60,-3.346,95,1.163,37.77
60,-3.351,95,1.308,34.58
60,-3.177,95.1,1.264,41.38
60,-3.262,95,1.183,36.17
