coatingSeconds,rbcLayerPSD[][0],rbcLayerPSD[][1],rbcLayerPSD[][2],rbcLayerPSD[][3],rbcLayerPSD[][4],rbcLayerPSD[][5],rbcLayerPSD[][6],rbcLayerPSD[][7],rbcLayerPSD[][8],rbcLayerPSD[][9],rbcLayerPSD[][10],rbcLayerPSD[][11],rbcLayerPSD[][12],rbcLayerPSD[][13],rbcLayerPSD[][14],rbcLayerPSD[][15],rbcLayerPSD[][16],rbcLayerPSD[][17],rbcLayerPSD[][18],rbcLayerPSD[][19],rbcLayerPSD[][20],rbcLayerPSD[][21],rbcLayerPSD[][22],rbcLayerPSD[][23],rbcLayerPSD[][24],rbcLayerPSD[][25],rbcLayerPSD[][26],rbcLayerPSD[][27],rbcLayerPSD[][28],rbcLayerPSD[][29],rbcLayerPSD[][30],rbcLayerPSD[][31],rbcLayerPSD[][32],rbcLayerPSD[][33],rbcLayerPSD[][34],rbcLayerPSD[][35],rbcLayerPSD[][36],rbcLayerPSD[][37],rbcLayerPSD[][38],rbcLayerPSD[][39],rbcLayerPSD[][40],rbcLayerPSD[][41],rbcLayerPSD[][42],rbcLayerPSD[][43],rbcLayerPSD[][44],rbcLayerPSD[][45],rbcLayerPSD[][46],rbcLayerPSD[][47],rbcLayerPSD[][48],rbcLayerPSD[][49],rbcLayerPSD[][50],rbcLayerPSD[][51],rbcLayerPSD[][52],rbcLayerPSD[][53],rbcLayerPSD[][54],rbcLayerPSD[][55],rbcLayerPSD[][56],rbcLayerPSD[][57],rbcLayerPSD[][58],rbcLayerPSD[][59],rbcLayerPSD[][60],rbcLayerPSD[][61],rbcLayerPSD[][62],rbcLayerPSD[][63],rbcLayerPSD[][64],rbcLayerPSD[][65],rbcLayerPSD[][66],rbcLayerPSD[][67],rbcLayerPSD[][68],rbcLayerPSD[][69],rbcLayerPSD[][70],rbcLayerPSD[][71],rbcLayerPSD[][72],rbcLayerPSD[][73],rbcLayerPSD[][74],rbcLayerPSD[][75],rbcLayerPSD[][76],rbcLayerPSD[][77],rbcLayerPSD[][78],rbcLayerPSD[][79],rbcLayerPSD[][80],rbcLayerPSD[][81],rbcLayerPSD[][82],rbcLayerPSD[][83],rbcLayerPSD[][84],rbcLayerPSD[][85],rbcLayerPSD[][86],rbcLayerPSD[][87],rbcLayerPSD[][88],rbcLayerPSD[][89],rbcLayerPSD[][90],rbcLayerPSD[][91],rbcLayerPSD[][92],rbcLayerPSD[][93],rbcLayerPSD[][94],rbcLayerPSD[][95],rbcLayerPSD[][96],rbcLayerPSD[][97],rbcLayerPSD[][98],rbcLayerPSD[][99],coatingHist[][0],coatingHist[][1],coatingHist[][2],coatingHist[][3],coatingHist[][4],coatingHist[][5],coatingHist[][6],coatingHist[][7],coatingHist[][8],coatingHist[][9],coatingHist[][10],coatingHist[][11],coatingHist[][12],coatingHist[][13],coatingHist[][14],coatingHist[][15],coatingHist[][16],coatingHist[][17],coatingHist[][18],coatingHist[][19],coatingHist[][20],coatingHist[][21],coatingHist[][22],coatingHist[][23],coatingHist[][24],coatingHist[][25],coatingHist[][26],coatingHist[][27],coatingHist[][28],coatingHist[][29],coatingHist[][30],coatingHist[][31],coatingHist[][32],coatingHist[][33],coatingHist[][34],coatingHist[][35],coatingHist[][36],coatingHist[][37],coatingHist[][38],coatingHist[][39],coatingHist[][40],coatingHist[][41],coatingHist[][42],coatingHist[][43],coatingHist[][44],coatingHist[][45],coatingHist[][46],coatingHist[][47],coatingHist[][48],coatingHist[][49],coatingHist[][50],coatingHist[][51],coatingHist[][52],coatingHist[][53],coatingHist[][54],coatingHist[][55],coatingHist[][56],coatingHist[][57],coatingHist[][58],coatingHist[][59],coatingHist[][60],coatingHist[][61],coatingHist[][62],coatingHist[][63],coatingHist[][64],coatingHist[][65],coatingHist[][66],coatingHist[][67],coatingHist[][68],coatingHist[][69],coatingHist[][70],coatingHist[][71],coatingHist[][72],coatingHist[][73],coatingHist[][74],coatingHist[][75],coatingHist[][76],coatingHist[][77],coatingHist[][78],coatingHist[][79],coatingHist[][80],coatingHist[][81],coatingHist[][82],coatingHist[][83],coatingHist[][84],coatingHist[][85],coatingHist[][86],coatingHist[][87],coatingHist[][88],coatingHist[][89],coatingHist[][90],coatingHist[][91],coatingHist[][92],coatingHist[][93],coatingHist[][94],coatingHist[][95],coatingHist[][96],coatingHist[][97],coatingHist[][98],coatingHist[][99]
1,0,0,10.7069,17.0724,19.9685,26.8195,31.4338,32.7387,39.5287,32.2177,40.4295,36.2982,44.838,42.0505,57.6798,55.0455,62.6756,55.5528,64.0603,62.9424,74.0271,71.6188,76.9892,80.7492,67.8718,87.2318,91.025,88.0113,93.7438,98.4758,95.4168,103.85,109.985,111.846,116.672,113.116,82.1409,114.577,119.883,107.511,96.865,132.462,129.745,0,133.551,0,0,139.545,140.339,0,141.285,145.387,0,0,163.495,0,0,159.085,0,0,0,0,0,0,0,177.237,0,0,0,0,0,0,0,191.601,0,194.627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.722022,0.361011,1.08303,1.44404,3.2491,2.16606,2.88809,0.361011,1.44404,0,2.16606,1.44404,0.722022,1.44404,1.08303,2.16606,1.44404,2.52708,2.88809,2.16606,2.88809,2.88809,3.2491,2.52708,1.80505,2.88809,2.52708,2.52708,0.722022,1.80505,2.52708,1.80505,2.52708,1.80505,2.16606,1.80505,2.52708,0.361011,4.33213,0.361011,1.44404,1.44404,1.08303,1.80505,0.722022,0.722022,1.80505,0.722022,0.722022,0,1.44404,0.722022,1.08303,0.361011,0.722022,0.361011,0.722022,1.08303,0,0,0.361011,0.361011,0,0.722022,0.361011,0,0.361011,0.722022,0.361011,0.722022,0,0.361011,0,0,0,0.361011,0.361011,0,0,0,0.361011,0.361011,0,0,0,0,0,0.361011,0,0,0,0,0,0.361011,0.361011,0,0,0,0.361011
301,0,10.4679,12.6993,12.4695,19.2309,31.0934,29.1035,37.9185,37.3765,31.5787,37.9166,44.8002,40.3215,53.227,50.6193,42.0543,53.055,59.5916,60.7947,66.2156,61.4081,69.8856,73.1836,70.9871,78.514,0,84.6387,93.6207,92.9639,104.811,0,99.4087,89.5705,108.697,115.616,107.526,97.7582,0,0,105.698,114.357,0,0,128.156,0,143.219,0,129.882,0,0,154.273,0,156.794,182.6,144.436,0,129.391,0,173.633,176.32,0,165.557,0,0,0,0,0,0,23.5961,0,0,0,0,0,0,0,192.368,160.118,0,155.326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.436681,0.873362,0.436681,3.49345,3.93013,2.18341,1.74672,1.31004,1.31004,1.74672,1.74672,1.74672,1.31004,0.873362,2.18341,2.18341,0.873362,1.74672,3.93013,2.62009,3.05677,3.05677,3.05677,0.873362,3.49345,1.74672,1.74672,2.62009,2.62009,3.49345,2.62009,3.93013,0.436681,1.74672,2.18341,0.436681,1.74672,2.18341,1.74672,0.873362,0.873362,0.873362,1.31004,0,1.31004,0.436681,0.873362,0.873362,0.873362,0.436681,0,1.31004,0.436681,0.436681,0,0.436681,0.873362,0,0,0,0.436681,0,0,0.873362,0,0.436681,0,0,0,0.873362,0,0.436681,0.436681,0,0,0.436681,0.436681,0.873362,0,0.873362,0,0,0,0,0.436681,0.436681,0,0.436681,0,0,0.436681,0,0,0,0,0.436681,0,0,0
601,0,0,14.3797,19.0775,26.0283,26.8696,31.1584,26.4634,33.7311,35.1518,38.4549,35.4579,45.3374,45.909,51.8468,59.5501,49.1044,59.0513,54.9025,64.3567,73.8528,60.4116,76.1751,85.2378,86.0979,85.5238,83.5445,94.4284,90.2265,90.7567,99.1938,100.579,103.005,104.201,109.954,109.728,0,0,125.899,125,115.852,124.502,117.714,0,0,124.984,0,143.453,0,154.975,133.622,0,145.304,0,0,165.58,0,0,176.866,161.955,169.839,0,0,0,0,181.959,0,190.226,0,0,0,185.202,0,0,0,0,0,0,0,138.732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23457,1.23457,3.29218,2.46914,2.88066,1.64609,1.23457,1.23457,1.23457,2.88066,2.05761,4.11523,2.46914,1.64609,2.88066,2.46914,1.64609,1.64609,2.05761,0.823045,4.11523,2.46914,2.05761,1.23457,1.64609,1.64609,3.29218,0.411523,2.88066,2.05761,1.64609,1.64609,1.64609,0.411523,1.23457,1.64609,2.88066,1.23457,1.23457,1.64609,1.23457,0.823045,1.64609,0.411523,0.823045,0,0.411523,0.411523,1.23457,0.411523,0.411523,1.64609,1.64609,0.823045,0.411523,0.411523,0.411523,0,0,0.823045,0.411523,0,0,0.411523,0,0.823045,0,0,0.411523,0,0,0.411523,0,0,0.823045,0,0.411523,0.411523,0.411523,0.411523,0,0.411523,0.411523,0,0,0.411523,0,0.411523,0,0.411523,0,0,0.411523,0,0.411523,0,0
901,0,10.1513,11.3774,23.7088,25.8319,26.0906,28.8585,35.3529,29.4111,33.2644,39.2519,43.6834,39.0244,50.5774,44.1528,60.5336,61.9571,59.1843,68.7071,70.1141,69.1438,63.388,78.3313,75.8809,88.1254,91.4282,76.9734,90.5093,82.0242,92.2718,78.6092,95.9487,98.5164,103.205,111.245,116.587,109.127,125.839,126.143,129.408,0,0,128.6,0,128.621,0,125.479,148.715,150.066,138.191,150.283,0,0,0,0,0,142.526,166.06,168.774,166.724,182.491,0,0,179.944,183.269,0,194.153,0,186.254,0,0,196.573,192.533,0,0,0,0,0,0,133.788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344828,0.344828,0,0.689655,0.344828,2.06897,3.10345,0.689655,1.03448,1.37931,1.03448,1.72414,0.689655,1.37931,3.7931,2.75862,2.41379,3.10345,1.72414,2.41379,2.06897,1.37931,1.37931,3.10345,2.06897,2.06897,2.75862,2.06897,1.72414,1.03448,1.37931,2.75862,0.689655,2.41379,3.7931,1.72414,1.03448,1.03448,2.75862,2.06897,1.03448,1.37931,1.37931,1.37931,0.689655,0.344828,2.75862,2.06897,1.72414,1.03448,0.344828,0.344828,0.344828,0.344828,0.689655,1.37931,0.689655,1.03448,0,0.344828,0.689655,0,1.37931,0.344828,0.344828,0.344828,0.344828,0,0,0,0.344828,0.344828,0,0.344828,0,1.37931,0,0,0,0,0.344828,0,0,0.344828,0.344828,0.344828,0,0,0,0.344828,0,1.37931,0,0.344828,0,0,0.344828,0.344828,0.344828,0
1201,0,0,13.2261,13.2624,21.9757,29.1865,27.8968,40.9635,34.799,43.433,43.9214,48.5614,47.9976,43.6072,55.7871,54.0413,48.6367,55.6939,54.8569,66.3427,65.7674,74.3345,72.2745,83.83,76.6011,91.7193,93.6511,97.4745,94.3882,97.6729,87.1185,95.5278,112.311,99.0688,110.121,112.29,94.3726,0,122.445,127.023,131.553,112.654,0,122.933,0,115.711,0,131.923,144.008,0,0,145.914,143.607,0,161.015,0,0,0,163.412,177.229,0,0,172.198,185.734,0,0,162.164,0,0,0,0,197.732,0,0,0,0,0,0,0,28.3631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411523,0.411523,1.64609,1.64609,1.23457,3.29218,0.823045,0.411523,1.64609,0.823045,0,2.05761,2.46914,2.05761,3.7037,2.05761,1.23457,2.05761,1.23457,2.05761,2.05761,1.64609,4.11523,2.46914,2.46914,4.52675,2.88066,3.29218,2.88066,1.64609,2.05761,1.64609,1.23457,0.823045,2.46914,1.64609,2.46914,1.23457,0.823045,0.823045,0.823045,0.411523,1.23457,0.823045,0.823045,2.05761,1.64609,1.23457,0.823045,0.411523,0,0.411523,0,0.823045,1.23457,1.23457,0.411523,1.23457,0.411523,0.411523,0,0.823045,0,0.823045,0.411523,0,0,0,0,0.411523,0.823045,0,0,0.411523,0,0,0.823045,0.411523,0.411523,0.823045,0,0.411523,0,0,0,0,0.411523,0,0,0.411523,0.411523,0,0.411523,0,0,0,0.411523,0.411523
1501,9.45789,13.9127,10.7278,14.7574,18.1951,27.4061,31.3443,36.0839,32.7247,40.194,36.7311,35.804,47.8184,47.5755,44.9633,54.7262,52.0711,33.6383,56.6354,64.4119,70.4656,76.4049,65.0523,82.4066,66.8581,55.4356,80.2376,84.8713,76.0032,93.6222,104.324,102.866,107.059,107.082,106.374,109.945,119.749,124.324,121.706,125.273,0,123.132,127.098,120.169,0,0,134.759,128.481,143.67,147.864,0,132.273,158.12,0,0,139.533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.494,0,103.97,0,0,196.946,196.54,0,187.137,170.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425532,0.851064,0.425532,2.12766,4.68085,0.851064,2.12766,1.70213,1.2766,2.12766,2.12766,0.851064,1.2766,2.12766,2.97872,1.2766,1.2766,2.12766,3.40426,2.12766,2.97872,3.82979,3.40426,1.2766,1.2766,0.851064,2.97872,1.70213,1.70213,2.97872,2.55319,2.12766,1.70213,2.12766,1.2766,0.425532,0.851064,1.70213,1.70213,0.851064,0.425532,0.425532,1.2766,1.2766,1.2766,0.425532,1.2766,0.425532,0,2.12766,2.12766,1.70213,1.2766,0.851064,0.851064,0,0.425532,0.425532,0.425532,0.851064,0.425532,1.2766,0.851064,0,0,0.425532,0.425532,0,0.425532,0,0.425532,0,0.425532,0,0,0,0,0,0.425532,0.425532,0,0,0,0,0.425532,0,0,0,0,0,0,0,0.425532,0,0,0,0,1.2766,0
1801,0,10.3737,0,23.8148,22.9948,29.0885,30.1326,34.9114,33.1485,27.452,34.1635,40.5927,49.2374,39.8868,49.4009,53.9554,50.4832,52.8699,52.9916,76.6946,75.2576,60.0546,65.005,80.8714,70.7912,91.681,73.4828,85.0734,88.2109,92.8983,104.514,107.566,86.251,80.0249,113.422,104.103,111.336,106.592,0,119.833,132.412,0,126.384,0,112.33,0,131.272,148.473,147.024,0,142.92,155.986,0,150.548,0,143.915,0,167.506,174.979,164.873,174.068,0,0,0,0,192.546,0,0,198.886,0,199.423,0,0,187.376,190.975,0,198.054,0,197.36,185.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387597,0.387597,0,0.387597,1.93798,2.71318,3.10078,1.55039,1.16279,0.387597,1.55039,0.387597,1.93798,2.32558,1.55039,2.71318,1.93798,2.32558,1.16279,2.32558,2.71318,5.03876,2.71318,1.16279,0.775194,1.55039,1.16279,2.32558,1.93798,2.32558,1.16279,2.71318,1.55039,2.71318,2.71318,1.55039,2.71318,1.55039,1.16279,1.16279,1.93798,1.93798,1.55039,0.775194,0.387597,0.387597,0.775194,1.55039,1.16279,0,0.775194,0.775194,0.387597,1.93798,0,0.387597,0.387597,1.16279,1.16279,0,0.775194,0,0.387597,0.387597,0,0.387597,0.387597,0,0,0,0.387597,0.775194,0.387597,0.387597,1.16279,0,0,0.387597,0,0,0.387597,0,0.387597,0.387597,0,0.387597,0,0.387597,0.775194,0,0,0,0,0.387597,0,0.387597,0.775194,0,0.387597,1.16279
2101,0,0,15.6969,11.2283,23.6788,25.7461,35.6697,35.5236,30.9532,33.169,33.9854,44.1174,47.8978,44.8685,53.0785,53.5156,50.903,68.8484,65.1808,50.3937,72.6696,78.3021,71.5994,72.5663,85.6528,89.2647,98.4407,89.9157,74.037,94.3137,101.596,98.8678,108.363,99.5312,113.663,104.95,114.689,125.801,0,0,0,125.396,0,139.205,137.731,115.477,140.263,0,129.855,128.596,146.096,0,0,154.631,150.166,0,0,0,0,121.786,0,0,171.018,0,0,173.1,0,0,0,0,0,0,0,0,0,0,0,0,0,176.512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.869565,0.869565,4.78261,3.04348,2.17391,1.73913,0.869565,3.47826,0.869565,1.30435,1.73913,0.434783,0.869565,3.47826,0.869565,2.17391,2.6087,2.6087,1.30435,5.65217,2.6087,3.04348,3.04348,1.73913,0.869565,0.869565,2.6087,1.73913,2.17391,3.04348,1.73913,1.30435,0.869565,1.30435,1.30435,1.73913,1.30435,1.30435,2.17391,0.434783,0.869565,0.434783,0.434783,2.17391,0.434783,0.434783,0.434783,2.17391,0.434783,0.869565,1.30435,0.434783,0,1.30435,1.30435,0,0.869565,0.434783,0,0.869565,0.434783,0.869565,0.434783,0.434783,0,0.434783,0.869565,0.434783,0,0,0.869565,0,0,0.434783,0.869565,0,0,0,0,0,0,0,0.434783,0.434783,0.434783,0,0.434783,0,0,0,0,0,0,0,0,0,0
2401,0,10.5282,0,14.0288,19.0758,22.5107,32.6108,30.1726,41.2878,34.0303,37.4013,48.9093,40.7579,29.9332,54.4325,58.5247,60.2541,59.0535,60.8299,65.3014,70.2699,47.558,73.2037,75.0362,80.2318,76.2935,94.2591,99.6108,102.591,96.6275,104.075,98.7393,101.297,108.668,103.087,109.622,115.352,124.718,122.43,123.491,127.575,132.705,0,112.459,120.84,0,145.166,130.828,139.851,0,140.206,0,131.958,156.76,0,0,157.821,173.182,0,0,155.282,0,0,0,0,0,146.582,186.543,0,0,0,0,0,0,0,0,0,0,0,131.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403226,0,0.806452,1.20968,1.20968,1.20968,0.806452,2.01613,2.01613,1.6129,0.806452,0.403226,2.82258,0.403226,1.20968,3.62903,0.403226,2.82258,0.806452,2.41935,2.82258,1.20968,3.22581,4.83871,2.82258,1.6129,2.82258,3.22581,2.01613,2.82258,3.22581,1.20968,1.6129,2.82258,1.20968,1.6129,2.01613,1.20968,0.806452,1.20968,0.806452,0.806452,1.6129,1.6129,0.403226,1.6129,0.403226,0,2.01613,0.806452,1.20968,1.6129,0.403226,1.6129,1.6129,0,0.403226,0,0.806452,0.403226,0.806452,0.403226,0.403226,1.20968,0.403226,0,0.403226,0,0.403226,0,0.403226,0,0.806452,0.403226,0.403226,0,0.403226,0.403226,0.403226,0,0.403226,0.403226,0.403226,0,0,0.403226,0.806452,0,0,0,0,0.403226,0,0,0.403226,0,0,0,0,0
2701,0,8.68835,10.6007,12.7463,15.4688,24.2827,30.7795,38.0345,41.0502,43.3956,38.6438,44.2046,51.2422,54.5167,48.5568,49.9129,61.1371,64.2504,64.189,70.2967,65.5857,68.1444,70.6223,83.1072,63.9703,81.5664,85.8049,76.4543,77.0056,97.3183,97.6418,97.2292,110.613,100.315,0,104.552,117.913,113.459,121.062,0,125.876,124.43,121.167,0,129.532,0,0,123.046,130.426,135.975,155.694,0,139.723,0,164.48,163.328,150.784,0,0,0,142.516,0,0,0,0,0,0,0,175.095,0,0,0,0,0,0,0,133.056,0,0,183.764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398406,0,1.19522,2.78884,0.796813,0.398406,1.19522,1.99203,0.796813,0.398406,0.796813,1.59363,1.19522,1.59363,1.99203,1.19522,1.19522,3.18725,1.59363,0.398406,5.57769,3.18725,1.99203,5.17928,4.78088,2.78884,2.78884,3.18725,3.18725,1.99203,1.59363,1.99203,1.99203,0.796813,2.39044,2.39044,1.99203,1.19522,0.398406,1.19522,0,0.796813,0.796813,0.398406,1.19522,3.18725,1.99203,0.398406,1.59363,0,0.398406,0.398406,1.19522,1.19522,0.796813,0,0.796813,0.398406,1.59363,0.398406,0,0.398406,0.398406,0.796813,0.398406,0.796813,0,0,0,0,0,0,0,0.398406,0,0.398406,0.398406,0,0.398406,0.398406,0.398406,0,0.398406,0.398406,0,0.398406,0,0,0,0.796813,0,0,0,0,0,0,0,0
