avgDate_Time,SecondsOfDay,avgIncandParticleConc,avgScatteringParticleConc,avgIncandMassConc,avgTotalMass,avgdbarScatter,avgdmvdScatter,avgdbarIncnd,avgdmvdIncnd
20240807 00:28:01,1681,,40.4317,,1.107,241.986,374.259,80.2265,158.405
20240807 00:29:01,1741,,39.829,,1.146,241.325,378.148,75.5369,166.892
20240807 00:30:01,1801,,41.5977,,0.968833,241.248,377.929,75.6796,148.539
20240807 00:31:01,1861,,43.1703,,1.027,238.758,377.378,77.6676,148.923
20240807 00:32:01,1921,,39.993,,1.44867,229.904,364.826,87.6146,172.038
20240807 00:33:01,1981,,42.4475,,1.011,233.88,372.553,74.7245,128.653
20240807 00:34:01,2041,,40.8392,,1.38983,237.431,372.583,80.844,169.418
20240807 00:35:01,2101,,38.4518,,0.923833,238.165,372.098,76.1972,131.112
20240807 00:36:01,2161,,40.2693,,1.311,240.451,374.91,84.5264,153.447
20240807 00:37:01,2221,,41.1722,,0.732167,239.429,375.359,71.0168,128.241
20240807 00:38:01,2281,,41.3282,,0.877,233.197,371.605,74.9891,143.443
20240807 00:39:01,2341,,42.8703,,0.868,248.594,381.16,73.2573,138.811
20240807 00:40:01,2401,,40.9292,,1.24217,238.761,375.656,78.7139,153.619
20240807 00:41:01,2461,,40.399,,0.973167,236.422,372.624,77.7364,122.925
20240807 00:42:01,2521,,39.6013,,0.926167,237.53,373.88,79.3593,132.993
20240807 00:43:01,2581,,40.4792,,1.76083,240.963,375.304,81.4601,188.349
20240807 00:44:01,2641,,39.3688,,0.891,237.083,370.299,73.3824,148.966
20240807 00:45:01,2701,,40.2197,,1.2435,238.227,370.046,76.7321,204.853
20240807 00:46:01,2761,,43.0725,,0.626667,240.051,371.334,75.3066,115.303
20240807 00:47:01,2821,,39.6182,,1.4175,237.2,368.311,76.3989,264.379
20240807 00:48:01,2881,,40.5495,,0.961,243.885,377.898,77.0576,129.715
20240807 00:49:01,2941,,44.98,,0.813167,246.177,378.782,74.9084,116.54
20240807 00:50:01,3001,,41.7885,,0.8915,241.84,376.787,77.0688,130.349
20240807 00:51:01,3061,,41.4792,,1.08933,246.761,380.534,75.9414,151.305
20240807 00:52:01,3121,,44.1872,,0.939333,246.154,384.951,76.8957,189.125
20240807 00:53:01,3181,,41.71,,0.835333,244.213,374.36,76.8092,146.651
20240807 00:54:01,3241,,49.1727,,1.08017,240.28,375.909,75.0009,145.917
20240807 00:55:01,3301,,46.2702,,1.00833,238.062,373.577,79.5003,148.721
20240807 00:56:01,3361,,45.9107,,2.58033,238.009,373.368,82.8998,440.748
20240807 00:57:01,3421,,43.8842,,3.155,236.461,370.146,86.562,418.308
20240807 00:58:01,3481,,42.5197,,1.38817,240.36,375.757,79.7663,179.299
20240807 00:59:01,3541,2.82,43.6223,2.31617,3.60583,233.393,366.973,79.0111,241.233
20240807 01:00:01,3601,5.23017,43.054,3.816,5.94067,233.943,369.382,80.1628,178.815
20240807 01:01:01,3661,6.97017,41.5217,4.72767,7.36033,236.827,368.377,77.9732,186.511
20240807 01:02:01,3721,8.09933,42.417,5.78567,9.0025,238.977,373.472,79.3842,169.3
20240807 01:03:01,3781,7.4605,39.3505,6.1005,9.49233,241.354,377.908,79.0456,269.052
20240807 01:04:01,3841,7.56967,39.1482,5.12517,7.97683,241.557,376.842,78.6964,175.652
20240807 01:05:01,3901,7.39,38.9112,4.8095,7.48667,243.592,381.777,77.7335,176.923
20240807 01:06:01,3961,6.48983,41.05,4.73317,7.37083,245.822,382.171,79.4559,182.439
20240807 01:07:01,4021,6.99033,39.6313,4.7365,7.37067,243.262,377.104,77.8955,194.079
20240807 01:08:01,4081,6.85034,41.0535,4.69167,7.30367,243.197,377.187,78.521,172.369
20240807 01:09:01,4141,6.56017,43.242,5.75333,8.9555,243.613,380.586,79.0981,272.431
20240807 01:10:01,4201,7.02017,39.87,5.474,8.52367,244.235,377.482,79.9489,191.661
20240807 01:11:01,4261,7.26983,42.7587,6.14083,9.56117,241.184,374.877,78.943,230.106
20240807 01:12:01,4321,7.25017,44.2817,5.5695,8.66967,242.611,378.143,78.9284,213.819
20240807 01:13:01,4381,7.89,44.0307,6.01433,9.36183,238.316,378.257,80.0346,181.981
20240807 01:14:01,4441,7.61983,46.1202,6.43367,10.0172,242.284,379.116,80.9374,240.611
20240807 01:15:01,4501,7.39,46.2215,6.34583,9.8765,234.433,371.787,81.3843,198.585
20240807 01:16:01,4561,6.36017,52.1115,4.79383,7.4635,236.572,377.292,81.4762,170.984
20240807 01:17:01,4621,6.1505,50.8408,6.74267,10.501,233.03,370.79,83.5354,278.803
20240807 01:18:01,4681,8.49967,52.598,7.04317,10.9597,228.432,368.363,74.707,263.565
20240807 01:19:01,4741,14.5693,52.7787,6.3275,9.84967,230.466,366.2,63.1279,224.095
20240807 01:20:01,4801,17.469,52.9467,9.52467,14.8287,231.026,371.065,63.0592,286.628
20240807 01:21:01,4861,11.6798,54.5978,6.55517,10.2027,232.728,372.71,66.9861,207.127
20240807 01:22:01,4921,7.84033,48.8297,7.44017,11.5808,232.734,370.224,77.5366,283.456
20240807 01:23:01,4981,6.52967,49.1678,5.95767,9.27433,232.236,371.735,79.5571,272.9
20240807 01:24:01,5041,6.12967,51.4173,5.75033,8.95467,236.901,376.076,80.9703,277.372
20240807 01:25:01,5101,6.47967,51.0802,5.63733,8.77167,233.609,370.773,81.1891,207.38
20240807 01:26:01,5161,6.53017,50.5283,4.99667,7.77833,233.803,371.209,80.3326,184.924
20240807 01:27:01,5221,6.16983,49.198,6.38983,9.94417,237.445,373.923,80.7048,265.635
20240807 01:28:01,5281,6.8105,47.0193,7.96883,12.3997,241.083,375.366,81.9925,292.309
20240807 01:29:01,5341,6.05983,47.5198,6.79233,10.5663,246.398,380.036,83.2793,289.559
20240807 01:30:01,5401,6.2195,47.6872,6.64183,10.336,238.471,375.059,81.1058,288.402
20240807 01:31:01,5461,5.96967,50.4463,5.86883,9.1365,231.46,371.03,82.9781,218.811
20240807 01:32:01,5521,5.1505,47.6603,5.5315,8.61017,236.941,370.736,82.0556,281.063
20240807 01:33:01,5581,5.30017,47.4892,5.493,8.5485,235.633,371.261,85.4732,204.589
20240807 01:34:01,5641,8.46917,45.926,4.13267,6.43233,236.005,371.618,69.2146,143.888
20240807 01:35:01,5701,19.0195,47.3185,5.64717,8.79,235.12,366.126,59.4125,139.979
20240807 01:36:01,5761,25.4807,43.7112,7.13883,11.109,239.354,371.621,57.8638,151.675
20240807 01:37:01,5821,22.6797,41.6197,6.23367,9.699,243.018,375.952,58.3299,130.196
20240807 01:38:01,5881,18.0697,45.4987,6.7685,10.5362,239.897,378.423,60.6388,234.018
20240807 01:39:01,5941,17.1805,42.0908,6.36167,9.90083,246.13,378.11,61.4488,211.307
20240807 01:40:01,6001,10.9497,50.4185,4.89133,7.61234,234.694,369.321,65.6971,177.362
20240807 01:41:01,6061,7.5,50.5112,4.49233,6.9925,234.721,370.952,71.5074,178.243
20240807 01:42:01,6121,6.55,45.2873,3.592,5.5905,231.88,368.37,71.7394,156.433
20240807 01:43:01,6181,7.69017,44.0807,4.3955,6.84017,227.669,360.643,69.9403,222.625
20240807 01:44:01,6241,8.9095,44.9473,5.2575,8.18683,235.941,370.439,70.4466,188.127
20240807 01:45:01,6301,8.07983,44.9587,4.6035,7.16633,234.64,370.964,69.6022,222.85
20240807 01:46:01,6361,8.53017,46.9517,6.5355,10.1697,235.403,367.767,69.9101,321.836
20240807 01:47:01,6421,8.37983,50.05,4.63017,7.20783,242.159,376.679,69.3515,180.451
20240807 01:48:01,6481,6.68967,49.348,4.3845,6.826,236.791,370.691,72.4962,205.279
20240807 01:49:01,6541,7.58917,53.184,3.643,5.67183,243.197,377.604,68.4662,154.181
20240807 01:50:01,6601,11.64,54.7303,5.458,8.49767,247.949,379.98,64.5527,185.725
20240807 01:51:01,6661,23.1395,46.7887,7.01217,10.9157,230.981,368.954,60.017,149.206
20240807 01:52:01,6721,17.1895,49.6382,6.062,9.439,236.762,373.745,60.9392,168.234
20240807 01:53:01,6781,14.679,44.0977,4.6695,7.2675,227.974,367.259,61.3659,124.574
20240807 01:54:01,6841,14.958,43.6948,6.23583,9.70567,231.724,376.116,63.0129,186.263
20240807 01:55:01,6901,13.7198,47.7205,7.59383,11.8242,232.598,372.379,64.6281,281.13
20240807 01:56:01,6961,7.97083,43.9822,5.67167,8.82617,236.448,373.088,70.6355,249.466
20240807 01:57:01,7021,4.42,42.5587,2.981,4.64133,234.452,365.697,76.4685,168.952
20240807 01:58:01,7081,5.84933,41.9655,3.0845,4.7995,230.626,367.609,70.413,169.478
20240807 01:59:01,7141,8.95033,44.3208,4.591,7.14583,229.997,362.455,68.2167,165.676
20240807 02:00:01,7201,8.20967,39.6687,4.95317,7.7115,241.935,373.112,71.0549,199.742
20240807 02:01:01,7261,8.51033,36.6415,6.1165,9.51984,241.243,373.448,75.7084,198.447
20240807 02:02:01,7321,8.71,36.9903,7.55433,11.7578,242.253,379.913,77.8233,249.402
20240807 02:03:01,7381,7.98033,37.9912,6.13533,9.54567,244.187,380.825,77.2075,204.516
20240807 02:04:01,7441,7.77983,40.46,4.855,7.5545,242.274,382.138,75.7532,166.021
20240807 02:05:01,7501,8.26116,40.4848,6.707,10.4412,240.933,375.617,76.0827,264.142
20240807 02:06:01,7561,7.70983,41.239,6.81967,10.6142,240.91,380.484,77.928,244.924
20240807 02:07:01,7621,7.67933,39.3078,5.60317,8.72233,238.531,372.491,77.7115,176.729
20240807 02:08:01,7681,8.19017,40.4498,6.66933,10.3817,238.14,376.486,77.5357,243.116
20240807 02:09:01,7741,8.03,43.9795,6.96317,10.8475,236.956,376.249,77.2936,268.415
20240807 02:10:01,7801,7.62983,40.3777,7.50283,11.6803,238.238,377.753,79.8272,267.403
20240807 02:11:01,7861,7.19983,41.81,7.271,11.3202,236.261,376.168,81.705,259.442
20240807 02:12:01,7921,7.97983,44.9992,10.53,16.3973,238.344,381.92,80.8383,360.809
20240807 02:13:01,7981,8.59067,58.3823,7.61933,11.8672,211.309,380.607,79.8914,250.999
20240807 02:14:01,8041,8.22933,48.9778,12.5912,19.6023,229.359,378.684,88.8479,306.131
20240807 02:15:01,8101,9.34966,50.9927,11.6835,18.1885,239.42,373.149,85.8945,279.611
20240807 02:16:01,8161,9.10983,54.148,10.7023,16.663,230.235,377.62,83.817,292.817
20240807 02:17:01,8221,11.65,54.2195,19.549,30.4338,228.093,374.673,88.9541,347.011
20240807 02:18:01,8281,11.6205,54.9623,14.7292,22.9268,232.768,379.077,88.0649,268.037
20240807 02:19:01,8341,13.3278,49.6127,17.9263,27.9175,237.215,377.808,89.2772,275.176
20240807 02:20:01,8401,12.3303,54.4912,16.6485,25.9217,227.148,377.456,91.5982,265.547
20240807 02:21:01,8461,11.5798,51.0597,14.684,22.8688,232.378,373.818,87.4729,286.453
20240807 02:22:01,8521,10.1798,48.9292,12.6527,19.6973,222.949,376.208,89.4634,248.037
20240807 02:23:01,8581,10.37,42.0393,12.3378,19.2105,239.736,383.318,86.9629,252.095
20240807 02:24:01,8641,8.48017,40.523,10.3965,16.1813,248.592,385.603,85.7954,286.526
20240807 02:25:01,8701,7.55967,42.2292,9.35533,14.5667,245.476,384.519,85.0782,300.512
20240807 02:26:01,8761,5.16967,41.5403,5.5495,8.63967,241.508,380.66,83.4252,289.452
20240807 02:27:01,8821,3.80033,48.4618,4.34617,6.76584,237.101,384.992,85.6348,267.274
20240807 02:28:01,8881,,47.4515,,5.60067,239.543,382.202,83.2273,269.142
20240807 02:29:01,8941,3.14,45.4378,4.79583,7.46783,244.266,385.871,85.914,365.558
20240807 02:30:01,9001,,45.201,,3.5845,241.691,387.071,79.9788,228.093
20240807 02:31:01,9061,2.38,50.2502,2.305,3.5915,237.803,391.709,84.0253,198.529
20240807 02:32:01,9121,,58.8195,,5.62867,250.373,392.685,89.7979,294.844
20240807 02:33:01,9181,,52.6495,,3.9405,243.292,389.471,83.4189,247.034
20240807 02:34:01,9241,,57.48,,3.3535,244.741,389.431,83.0597,208.904
20240807 02:35:01,9301,,48.802,,3.95283,252.712,392.537,85.7742,248.443
20240807 02:36:01,9361,,46.3258,,1.957,253.114,392.747,77.8732,177.921
20240807 02:37:01,9421,,48.1175,,1.644,248.193,392.59,80.0465,142.848
20240807 02:38:01,9481,,46.5067,,1.915,250.747,395.709,82.7487,210.583
20240807 02:39:01,9541,,47.3967,,2.71817,250.083,391.932,81.4786,443.07
20240807 02:40:01,9601,,38.822,,1.10733,265.212,396.487,83.2986,180.3
20240807 02:41:01,9661,,39.9813,,0.657,263.665,396.134,73.4087,128.11
20240807 02:42:01,9721,,42.219,,0.691167,263.297,396.926,76.6244,127.035
20240807 02:43:01,9781,,42.02,,0.790333,267.53,400.281,73.3838,150.228
20240807 02:44:01,9841,,38.7402,,1.3245,263.681,397.896,86.8521,221.494
20240807 02:45:01,9901,,45.4273,,1.013,262.279,396.205,79.0499,198.813
20240807 02:46:01,9961,,43.378,,0.434,263.948,400.624,70.8538,107.857
20240807 02:47:01,10021,,40.4698,,0.745167,253.593,393.287,76.5402,143.927
20240807 02:48:01,10081,,41.787,,1.081,253.3,393.006,76.9704,196.229
20240807 02:49:01,10141,,46.8022,,1.42117,263.915,397.67,79.5892,216.397
20240807 02:50:01,10201,,52.0622,,0.882167,259.911,396.42,79.1163,164.863
20240807 02:51:01,10261,,52.7098,,0.579333,256.195,395.377,80.0451,124.026
20240807 02:52:01,10321,,50.6192,,0.575333,258.493,394.599,75.7183,112.084
20240807 02:53:01,10381,,49.7013,,0.394,259.525,392.546,72.2041,106.027
20240807 02:54:01,10441,,49.0485,,0.691333,257.56,396.695,76.4581,201.929
20240807 02:55:01,10501,,60.4657,,0.5185,256.292,394.81,74.1962,129.331
20240807 02:56:01,10561,,51.0275,,0.7125,253.882,390.437,78.4263,141.551
20240807 02:57:01,10621,,51.1097,,0.524833,250.681,391.291,72.8673,172.23
20240807 02:58:01,10681,,55.6585,,2.38967,260.195,397.01,83.6118,465.838
20240807 02:59:01,10741,,46.4523,,0.738667,266.534,398.737,76.4158,148.169
20240807 03:00:01,10801,,48.3977,,2.01567,269.206,400.437,82.1261,417.976
20240807 03:01:01,10861,,60.3778,,0.704833,255.253,396.155,82.9827,145.49
20240807 03:02:01,10921,,56.3772,,0.4425,250.553,394.728,72.6185,133.345
20240807 03:03:01,10981,,56.5768,,0.41,251.896,396.91,72.1891,112.787
20240807 03:04:01,11041,,52.4883,,543.056,247.769,392.729,89.5499,155.018
20240807 03:05:01,11101,773.519,49.8705,492.274,766.581,249.769,393.135,81.7987,148.274
20240807 03:06:01,11161,276.009,56.4283,150.821,234.876,246.787,391.374,78.124,139.489
20240807 03:07:01,11221,48.5088,60.0303,25.9547,40.4255,252.228,394.211,77.9606,129.952
20240807 03:08:01,11281,30.3167,51.8848,15.8323,24.6672,251.536,393.803,76.7594,135.36
20240807 03:09:01,11341,17.8708,52.1003,9.39367,14.6335,246.058,392.649,76.885,139.73
20240807 03:10:01,11401,11.4408,58.2508,6.08533,9.478,255.167,390.633,75.0688,146.08
20240807 03:11:01,11461,65.9185,50.7292,26.1772,40.7667,250.204,390.933,66.6903,173.757
20240807 03:12:01,11521,38.9787,52.3778,16.8753,26.2935,253.283,394.331,66.0897,235.501
20240807 03:13:01,11581,14.229,49.8778,5.0255,7.82933,249.156,390.578,65.5314,142.63
20240807 03:14:01,11641,5.43967,49.416,2.20467,3.4345,249.472,390.811,67.5779,131.44
20240807 03:15:01,11701,,52.8978,,1.7655,257.935,394.183,68.4896,146.054
20240807 03:16:01,11761,,47.8525,,1.24367,255.642,395.877,75.5401,131.501
20240807 03:17:01,11821,,50.7182,,2.46583,251.869,388.614,80.054,212.696
20240807 03:18:01,11881,,49.5688,,1.6285,258.111,394.117,75.4801,144.641
20240807 03:19:01,11941,1.7,44.4083,1.9145,2.9835,257.818,393.728,80.6352,308.685
20240807 03:20:01,12001,,44.4292,,4.48867,255.572,395.46,85.8304,362.161
20240807 03:21:01,12061,2.34,50.332,1.79017,2.78933,246.226,389.606,79.7454,177.918
20240807 03:22:01,12121,,48.2603,,4.2235,258.128,395.389,85.1486,305.188
20240807 03:23:01,12181,2.58,46.2275,2.29617,3.57817,258.954,394.072,79.9952,271.902
20240807 03:24:01,12241,2.73,45.449,2.0085,3.13017,253.197,390.3,77.6783,195.606
20240807 03:25:01,12301,3.09,52.5807,2.24017,3.49083,249.877,391.179,78.5816,181.981
20240807 03:26:01,12361,3.26017,49.9343,2.0615,3.21333,248.294,390.662,77.7249,145.893
20240807 03:27:01,12421,4.03967,51.7473,2.88767,4.50067,240.735,385.429,77.9971,179.086
20240807 03:28:01,12481,4.27983,55.0977,4.915,7.66433,234.519,385.867,82.305,294.95
20240807 03:29:01,12541,4.97933,58.8072,3.43933,5.36,232.228,379.26,76.6344,184.399
20240807 03:30:01,12601,5.60933,53.0157,5.66417,8.828,224.399,368.61,80.7599,294.926
20240807 03:31:01,12661,5.59983,46.4375,4.81467,7.50067,236.995,378.302,78.1105,233.252
20240807 03:32:01,12721,5.57,49.801,5.91433,9.21183,241.661,384.568,81.3942,265.173
20240807 03:33:01,12781,5.77983,50.1985,4.13467,6.44283,238.7,377.316,76.8543,177.787
20240807 03:34:01,12841,5.62967,52.3087,6.113,9.53033,236.223,378.901,79.9968,333.391
20240807 03:35:01,12901,5.0695,52.3283,3.61767,5.63817,236.783,376.945,77.4817,173.052
20240807 03:36:01,12961,5.66033,53.0735,4.5325,7.06067,239.072,376.087,79.3261,197.7
20240807 03:37:01,13021,5.84033,48.3313,6.6475,10.3625,236.366,375.081,79.7432,316.436
20240807 03:38:01,13081,6.06017,46.8708,5.28183,8.23017,239.786,378.565,81.4627,198.706
20240807 03:39:01,13141,5.62967,48.2683,5.119,7.97583,239.639,379.046,78.9522,239.422
20240807 03:40:01,13201,5.5195,46.7395,4.89567,7.62917,236.96,378.876,77.0186,290.353
20240807 03:41:01,13261,5.86017,45.4608,6.904,10.7562,238.271,377.568,83.9382,289.998
20240807 03:42:01,13321,5.13017,48.1418,4.30317,6.70133,245.523,383.901,80.6002,200.507
20240807 03:43:01,13381,5.64017,45.9408,4.78367,7.454,244.099,377.561,78.7225,234.013
20240807 03:44:01,13441,6.1095,47.868,5.6525,8.80767,248.304,383.839,76.4233,312.862
20240807 03:45:01,13501,6.49017,49.011,4.14033,6.45217,243.033,378.332,74.4537,179.119
20240807 03:46:01,13561,5.82983,46.9597,4.98517,7.769,244.621,383.061,77.9876,271.123
20240807 03:47:01,13621,5.1205,49.2407,3.8525,6.006,245.917,383.776,79.493,166.375
20240807 03:48:01,13681,4.75967,46.7545,3.64683,5.68517,243.483,378.505,80.1715,171.459
20240807 03:49:01,13741,12.1603,54.8615,8.24967,12.8503,222.61,379.69,69.3683,338.645
20240807 03:50:01,13801,9.05034,75.8817,5.6735,8.8415,197.482,373.738,72.5144,236.104
20240807 03:51:01,13861,5.4705,49.4333,4.766,7.4295,250.42,379.824,76.6756,280.268
20240807 03:52:01,13921,8.08017,46.6222,3.66433,5.709,246.86,384.125,66.3562,153.809
20240807 03:53:01,13981,11.879,43.2372,4.36933,6.81033,248.909,383.01,62.5814,145.156
20240807 03:54:01,14041,6.23017,42.4907,3.7115,5.785,248.935,383.309,72.6269,163.712
20240807 03:55:01,14101,3.91967,43.6185,3.55317,5.54133,246.955,380.659,80.3759,244.097
20240807 03:56:01,14161,4.47016,40.2203,2.982,4.64867,244.296,374.304,79.4502,143.974
20240807 03:57:01,14221,4.55017,43.2693,5.33933,8.32217,250.345,380.601,79.8273,357.145
20240807 03:58:01,14281,5.33,41.369,4.3995,6.86267,247.084,382.274,78.0684,273.15
20240807 03:59:01,14341,4.8895,40.2285,4.329,6.7505,245.833,382.028,81.2149,207.235
20240807 04:00:01,14401,3.95983,40.348,4.03117,6.2815,251.852,387.291,79.7486,297.992
20240807 04:01:01,14461,4.14016,37.8595,4.11617,6.41467,255.273,391.812,82.992,232.277
20240807 04:02:01,14521,3.63983,38.3995,3.5615,5.55,252.82,390.908,84.2902,211.273
20240807 04:03:01,14581,4.12033,37.321,4.5965,7.16233,256.126,393.375,84.3714,261.789
20240807 04:04:01,14641,3.42,37.881,3.30033,5.146,250.92,388.037,81.6248,234.094
20240807 04:05:01,14701,3.42,38.269,2.638,4.11267,252.99,391.291,77.7627,200.691
20240807 04:06:01,14761,3.31,40.1802,3.1155,4.85717,251.046,391.056,83.3057,214.989
20240807 04:07:01,14821,3.04,41.31,2.52883,3.94333,252.077,387.884,81.5044,235.016
20240807 04:08:01,14881,2.87983,43.565,3.06383,4.77417,243.422,385.96,82.9235,298.128
20240807 04:09:01,14941,3.03,43.7707,3.68167,5.74233,249.553,386.271,84.5873,319.922
20240807 04:10:01,15001,2.87,42.5777,3.07,4.785,248.181,386.54,84.3286,236.138
20240807 04:11:01,15061,,41.5777,,5.02617,247.979,386.961,83.7925,323.113
20240807 04:12:01,15121,,41.4593,,2.87883,244.365,384.567,79.2287,181.008
20240807 04:13:01,15181,,35.5307,,3.2515,251.326,390.126,79.0286,214.702
20240807 04:14:01,15241,2.56,37.71,2.31483,3.6115,256.604,391.955,75.052,361.439
20240807 04:15:01,15301,2.11,38.2295,1.2865,2.006,252.906,391.378,76.0925,142.324
20240807 04:16:01,15361,,37.8125,,2.29417,257.918,396.523,80.2602,161.327
20240807 04:17:01,15421,,125.737,,1.825,157.805,356.929,76.2962,152.791
20240807 04:18:01,15481,,56.862,,4.48517,210.393,386.241,86.3883,393.068
20240807 04:19:01,15541,2.02,40.0402,1.44883,2.2595,254.651,394.628,78.7432,172.222
20240807 04:20:01,15601,,39.0597,,3.4455,257.318,393.758,82.9874,226.06
20240807 04:21:01,15661,2.2,38.9602,3.15883,4.92467,259.996,394.928,84.2236,365.934
20240807 04:22:01,15721,,41.3898,,3.3825,250.808,389.599,83.1608,228.684
20240807 04:23:01,15781,,43.8087,,3.00733,250.874,390.97,83.9667,188.836
20240807 04:24:01,15841,,46.9672,,2.92967,249.55,392.169,83.9427,169.808
20240807 04:25:01,15901,,44.3297,,2.1715,248.14,389.094,82.4329,154.927
20240807 04:26:01,15961,,42.9095,,4.374,244.913,389.026,84.3442,326.823
20240807 04:27:01,16021,,41.5482,,4.0285,250.043,392.138,85.0345,235.843
20240807 04:28:01,16081,,37.5382,,4.35017,253.359,396.909,86.0598,349.142
20240807 04:29:01,16141,,39.01,,2.28883,251.145,392.381,82.738,155.983
20240807 04:30:01,16201,,43.29,,2.16517,235.87,394.155,76.6599,184.174
20240807 04:31:01,16261,,70.6078,,3.00317,192.045,383.611,83.452,242.346
20240807 04:32:01,16321,,44.2797,,2.4205,241.564,395.302,84.2744,155.05
20240807 04:33:01,16381,,38.7423,,1.9875,253.525,393.471,77.3174,147.393
20240807 04:34:01,16441,,43.3712,,2.3735,250.857,392.534,82.8008,172.083
20240807 04:35:01,16501,,44.0323,,2.07633,250.959,390.926,79.1318,194.657
20240807 04:36:01,16561,,73.965,,2.58,194.396,379.947,82.3968,190.734
20240807 04:37:01,16621,,89.8317,,4.3525,181.017,376.925,82.5019,386.044
20240807 04:38:01,16681,,70.1323,,3.34683,205.654,384.441,82.2956,366.994
20240807 04:39:01,16741,,63.3018,,1.7835,211.581,389.367,79.3683,134.009
20240807 04:40:01,16801,,38.896,,2.41417,258.904,395.272,80.2022,206.991
20240807 04:41:01,16861,,40.4615,,1.23533,255.066,394.866,75.3758,147.337
20240807 04:42:01,16921,,58.4658,,1.93217,231.559,391.768,78.2647,178.27
20240807 04:43:01,16981,,56.4713,,2.25667,260.562,398.468,79.5342,212.492
20240807 04:44:01,17041,,58.8383,,3.2285,257.641,394.059,77.9032,397.421
20240807 04:45:01,17101,,59.1292,,2.928,252.619,394.996,80.2737,388.927
20240807 04:46:01,17161,,51.0317,,2.64733,244.204,389.089,88.3333,229.835
20240807 04:47:01,17221,,46.7033,,2.10983,240.662,385.428,83.4454,182.153
20240807 04:48:01,17281,,47.9975,,1.99083,243.55,383.417,84.0011,241.652
20240807 04:49:01,17341,,49.0837,,0.843667,241.835,385.758,73.5709,109.698
20240807 04:50:01,17401,,55.7757,,4.1275,243.762,391.19,89.9359,365.284
20240807 04:51:01,17461,,52.0987,,1.07317,247.403,388.228,75.0741,121.93
20240807 04:52:01,17521,,51.0735,,1.966,245.721,388.942,82.5879,197.427
20240807 04:53:01,17581,,55.6555,,1.0515,248.728,388.563,72.283,116.091
20240807 04:54:01,17641,,61.8542,,2.68867,243.286,389.766,81.2609,329.131
20240807 04:55:01,17701,,56.2575,,1.29217,240.762,383.901,77.8667,144.27
20240807 04:56:01,17761,,52.9028,,1.321,239.471,385.016,77.1485,164.438
20240807 04:57:01,17821,,53.0482,,2.14283,245.655,387.747,84.3948,226.574
20240807 04:58:01,17881,,54.2028,,2.264,247.226,389.451,82.3849,266.443
20240807 04:59:01,17941,,67.491,,0.983167,265.398,397.927,70.7789,120.687
20240807 05:00:01,18001,,58.5398,,1.28167,264.079,394.243,74.7332,134.042
20240807 05:01:01,18061,,50.459,,1.74917,251.467,391.191,82.4058,174.143
20240807 05:02:01,18121,,49.6793,,1.80717,247.596,385.342,82.6374,171.091
20240807 05:03:01,18181,,51.8087,,2.7015,249.62,389.555,83.6234,271.693
20240807 05:04:01,18241,,59.4983,,1.78817,256.816,393.151,79.257,197.442
