coatingSeconds,rbcLayerPSD[][0],rbcLayerPSD[][1],rbcLayerPSD[][2],rbcLayerPSD[][3],rbcLayerPSD[][4],rbcLayerPSD[][5],rbcLayerPSD[][6],rbcLayerPSD[][7],rbcLayerPSD[][8],rbcLayerPSD[][9],rbcLayerPSD[][10],rbcLayerPSD[][11],rbcLayerPSD[][12],rbcLayerPSD[][13],rbcLayerPSD[][14],rbcLayerPSD[][15],rbcLayerPSD[][16],rbcLayerPSD[][17],rbcLayerPSD[][18],rbcLayerPSD[][19],rbcLayerPSD[][20],rbcLayerPSD[][21],rbcLayerPSD[][22],rbcLayerPSD[][23],rbcLayerPSD[][24],rbcLayerPSD[][25],rbcLayerPSD[][26],rbcLayerPSD[][27],rbcLayerPSD[][28],rbcLayerPSD[][29],rbcLayerPSD[][30],rbcLayerPSD[][31],rbcLayerPSD[][32],rbcLayerPSD[][33],rbcLayerPSD[][34],rbcLayerPSD[][35],rbcLayerPSD[][36],rbcLayerPSD[][37],rbcLayerPSD[][38],rbcLayerPSD[][39],rbcLayerPSD[][40],rbcLayerPSD[][41],rbcLayerPSD[][42],rbcLayerPSD[][43],rbcLayerPSD[][44],rbcLayerPSD[][45],rbcLayerPSD[][46],rbcLayerPSD[][47],rbcLayerPSD[][48],rbcLayerPSD[][49],rbcLayerPSD[][50],rbcLayerPSD[][51],rbcLayerPSD[][52],rbcLayerPSD[][53],rbcLayerPSD[][54],rbcLayerPSD[][55],rbcLayerPSD[][56],rbcLayerPSD[][57],rbcLayerPSD[][58],rbcLayerPSD[][59],rbcLayerPSD[][60],rbcLayerPSD[][61],rbcLayerPSD[][62],rbcLayerPSD[][63],rbcLayerPSD[][64],rbcLayerPSD[][65],rbcLayerPSD[][66],rbcLayerPSD[][67],rbcLayerPSD[][68],rbcLayerPSD[][69],rbcLayerPSD[][70],rbcLayerPSD[][71],rbcLayerPSD[][72],rbcLayerPSD[][73],rbcLayerPSD[][74],rbcLayerPSD[][75],rbcLayerPSD[][76],rbcLayerPSD[][77],rbcLayerPSD[][78],rbcLayerPSD[][79],rbcLayerPSD[][80],rbcLayerPSD[][81],rbcLayerPSD[][82],rbcLayerPSD[][83],rbcLayerPSD[][84],rbcLayerPSD[][85],rbcLayerPSD[][86],rbcLayerPSD[][87],rbcLayerPSD[][88],rbcLayerPSD[][89],rbcLayerPSD[][90],rbcLayerPSD[][91],rbcLayerPSD[][92],rbcLayerPSD[][93],rbcLayerPSD[][94],rbcLayerPSD[][95],rbcLayerPSD[][96],rbcLayerPSD[][97],rbcLayerPSD[][98],rbcLayerPSD[][99],coatingHist[][0],coatingHist[][1],coatingHist[][2],coatingHist[][3],coatingHist[][4],coatingHist[][5],coatingHist[][6],coatingHist[][7],coatingHist[][8],coatingHist[][9],coatingHist[][10],coatingHist[][11],coatingHist[][12],coatingHist[][13],coatingHist[][14],coatingHist[][15],coatingHist[][16],coatingHist[][17],coatingHist[][18],coatingHist[][19],coatingHist[][20],coatingHist[][21],coatingHist[][22],coatingHist[][23],coatingHist[][24],coatingHist[][25],coatingHist[][26],coatingHist[][27],coatingHist[][28],coatingHist[][29],coatingHist[][30],coatingHist[][31],coatingHist[][32],coatingHist[][33],coatingHist[][34],coatingHist[][35],coatingHist[][36],coatingHist[][37],coatingHist[][38],coatingHist[][39],coatingHist[][40],coatingHist[][41],coatingHist[][42],coatingHist[][43],coatingHist[][44],coatingHist[][45],coatingHist[][46],coatingHist[][47],coatingHist[][48],coatingHist[][49],coatingHist[][50],coatingHist[][51],coatingHist[][52],coatingHist[][53],coatingHist[][54],coatingHist[][55],coatingHist[][56],coatingHist[][57],coatingHist[][58],coatingHist[][59],coatingHist[][60],coatingHist[][61],coatingHist[][62],coatingHist[][63],coatingHist[][64],coatingHist[][65],coatingHist[][66],coatingHist[][67],coatingHist[][68],coatingHist[][69],coatingHist[][70],coatingHist[][71],coatingHist[][72],coatingHist[][73],coatingHist[][74],coatingHist[][75],coatingHist[][76],coatingHist[][77],coatingHist[][78],coatingHist[][79],coatingHist[][80],coatingHist[][81],coatingHist[][82],coatingHist[][83],coatingHist[][84],coatingHist[][85],coatingHist[][86],coatingHist[][87],coatingHist[][88],coatingHist[][89],coatingHist[][90],coatingHist[][91],coatingHist[][92],coatingHist[][93],coatingHist[][94],coatingHist[][95],coatingHist[][96],coatingHist[][97],coatingHist[][98],coatingHist[][99]
2,0,0,9.5559,19.3087,23.5959,25.9417,37.1862,32.2319,34.7652,44.5986,38.6281,44.1334,44.2069,42.1242,44.5673,50.4686,54.5616,60.2577,61.9551,52.0067,68.7833,58.8113,60.8788,81.7283,64.264,82.2174,89.9022,87.5585,88.9788,73.4209,100.774,94.9141,100.942,104.558,96.8693,98.3512,113.105,122.856,113.746,119.463,121.385,129.758,132.545,132.035,138.124,0,135.315,128.933,145.816,151.214,147.688,131.308,155.038,154.478,0,153.155,170.61,167.239,169.906,157.591,0,0,181.192,174.813,187.397,105.134,170.278,186.507,191.2,193.109,0,0,0,196.951,0,0,0,0,0,168.171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.738916,1.23153,1.23153,1.72414,0.738916,0.738916,0.985222,1.23153,0.246305,1.47783,1.72414,0.985222,1.47783,2.46305,3.20197,2.95567,2.95567,1.97044,2.21675,2.46305,1.97044,1.97044,1.97044,1.47783,1.72414,1.23153,1.47783,1.47783,1.72414,1.72414,3.69458,1.23153,2.46305,1.47783,1.23153,1.47783,0.738916,1.23153,1.23153,0.738916,0.985222,2.46305,1.72414,1.97044,1.72414,0.246305,1.23153,0.738916,0,1.23153,0.985222,1.23153,0.492611,1.23153,0.738916,0.246305,0.738916,0.738916,1.47783,0.492611,1.47783,0.246305,0.492611,0.492611,0.738916,0.246305,0.492611,0.738916,0.738916,0.985222,0.246305,0.246305,0.246305,0.738916,0.492611,0.246305,0,0.492611,0,0.985222,0,0.246305,0.492611,0.738916,0,0,0.246305,0,0.246305,0.246305,0.246305,0,0.492611,0.246305,0.246305,0.492611,0
302,0,0,10.3154,19.8036,24.4632,25.7917,36.2554,36.4367,35.7797,40.7935,40.885,38.5445,38.1255,51.3631,47.8966,52.8227,60.1946,43.873,68.5672,65.5415,72.1332,62.8346,72.0737,75.0675,60.5788,85.2452,81.3758,67.3501,91.3842,94.2525,93.1485,99.6357,102.844,100.708,105.273,112.929,106.949,111.962,120.381,127.592,110.313,127.3,134.783,131.979,139.426,135.691,139.531,144.798,152.682,145.612,144.623,0,158.026,155.74,149.842,152.246,165.83,165.415,161.916,0,0,168.331,144.992,0,152.629,194.562,178.011,173.398,0,0,189.734,192.494,0,0,0,0,0,0,0,135.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257732,0,0.515464,1.03093,0.515464,1.03093,0.773196,0.515464,0.773196,1.03093,1.28866,1.03093,1.03093,1.80412,1.54639,2.06186,1.54639,2.06186,0.773196,2.57732,1.80412,2.57732,2.06186,2.83505,3.35052,1.54639,2.31959,2.57732,1.54639,1.54639,1.28866,1.28866,2.06186,2.31959,1.80412,2.57732,1.54639,2.83505,3.09278,1.54639,2.06186,1.28866,0,1.80412,1.03093,1.03093,0.515464,1.80412,1.03093,0.773196,0.515464,0.515464,0,0.773196,1.03093,0.773196,1.03093,1.80412,0.515464,0.257732,0.773196,1.03093,0.515464,0.257732,0.257732,0.773196,0.773196,1.28866,0.773196,0.257732,0.515464,1.28866,1.80412,0,0.515464,0,0.773196,0.515464,0,0.515464,0.515464,0,1.03093,0.257732,0.257732,0,0.257732,0,0,0,0.257732,0.257732,0,0,0.257732,0.257732,0.257732,0.257732,0.257732,0
602,0,7.1592,9.15828,15.9082,23.8149,28.485,28.5158,36.6348,38.275,38.7422,40.9342,44.6216,50.2283,47.9028,54.0695,45.0365,55.4452,56.8234,53.178,66.0343,70.7548,69.4922,75.9613,48.4369,83.4579,78.2563,82.8891,81.5635,72.7045,92.123,79.1727,92.5091,106.322,106.258,99.4126,91.6801,121.552,120.537,105.058,123.65,120.769,127.145,116.694,130.66,142.405,126.506,141.131,147.084,112.042,143.091,120.729,148.271,141.024,163.758,155.834,166.598,151.059,0,159.547,163.221,0,179.345,155.383,0,188.195,0,193.188,182.832,0,0,0,183.475,0,0,0,0,0,0,0,131.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.506329,0,0.506329,0.506329,1.51899,1.01266,1.01266,1.26582,0.759494,0.506329,1.77215,1.51899,1.51899,1.77215,1.51899,1.26582,1.77215,2.78481,2.02532,2.27848,1.51899,1.51899,2.53165,1.51899,4.3038,2.78481,2.53165,2.53165,2.53165,2.78481,3.5443,2.27848,2.53165,1.51899,2.02532,1.51899,1.26582,1.01266,1.51899,2.02532,1.26582,2.02532,1.77215,0.506329,1.01266,1.26582,1.01266,1.51899,0.759494,0.506329,0.253165,0.506329,0.506329,1.01266,1.01266,1.01266,1.26582,0.253165,0.253165,0.759494,0.759494,0.759494,1.01266,0.506329,0.759494,0.759494,0.253165,0.506329,0.253165,0,0.253165,0.506329,0,0.506329,0.253165,0,0.253165,0.759494,0.253165,0.253165,0.253165,1.01266,0,0,0,0.253165,0,0,0,0.253165,0,0.506329,0,0,0.253165,0.253165,0,0.253165,0.253165,0
902,0,0,14.4231,16.3183,29.4974,32.2666,30.2562,27.1598,34.3821,38.4058,41.0972,38.8511,44.8983,47.4608,43.7986,52.624,59.651,56.1931,53.7195,57.6232,59.4938,70.6572,70.8069,72.2589,75.6197,90.7206,85.0626,80.0741,92.334,80.3429,100.308,102.418,102.787,104.973,103.914,111.413,118.238,111.301,102.388,105.297,119.533,130.203,115.075,132.687,127.279,138.922,129.781,135.652,151.158,140.021,152.784,125.55,136.76,155.309,145.141,150.349,159.224,172.163,0,0,178.717,171.42,179.473,173.784,190.858,0,0,0,0,0,0,199.999,0,0,0,0,0,0,0,150.363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552486,0,0.276243,0,0.276243,1.10497,1.65746,1.10497,0.828729,1.10497,0.828729,0.552486,2.48619,1.65746,2.20994,1.65746,1.38122,2.20994,1.9337,2.20994,3.59116,1.10497,3.31492,3.8674,1.9337,3.03867,3.03867,3.03867,3.31492,1.9337,2.48619,1.38122,0.828729,1.65746,1.65746,1.38122,1.9337,0.552486,1.65746,0.828729,0,1.65746,1.38122,1.9337,1.65746,0.828729,1.38122,1.38122,0.828729,1.38122,1.38122,0.828729,1.10497,0.828729,1.65746,0.276243,1.10497,1.9337,0,0.828729,0.276243,0,1.10497,0.552486,0.552486,0.552486,0.552486,0,0.276243,0.828729,0.276243,0.552486,0.828729,0,0.552486,0.276243,0.276243,0,0.276243,0,0.276243,0,0,0.276243,0,0.552486,0.552486,0,0.276243,0.552486,0,0,0,0,0.276243,0.276243,0,0,0,0.276243
1202,0,0,14.4269,17.4266,18.998,25.7695,31.201,27.668,33.5553,32.9999,46.2822,38.7967,41.1581,37.0582,52.867,48.5484,47.7801,56.001,58.7022,62.4821,59.7767,54.8832,77.6016,72.7016,78.9561,80.4343,81.8455,83.5906,85.4583,88.0101,101.701,103.095,104.347,94.6844,114.112,111.421,108.063,117.289,113.529,114.745,128.159,129.111,133.317,137.004,0,140.671,137.605,140.298,138.118,143.8,132.674,152.261,0,138.705,148.753,0,164.683,0,0,0,0,0,184.336,188.012,0,173.534,190.523,0,185.188,196.628,0,0,0,191.921,196.659,0,0,0,0,193.274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294985,0,0.294985,0.589971,1.17994,1.17994,1.76991,1.47493,1.76991,1.76991,0.589971,0.884956,1.47493,0.884956,1.76991,0.589971,2.65487,1.17994,1.76991,2.0649,2.94985,2.0649,1.47493,2.35988,2.65487,2.94985,2.65487,1.17994,0.884956,1.17994,2.94985,2.65487,1.76991,1.47493,2.65487,0.884956,0,1.47493,1.47493,0.589971,2.0649,0,1.47493,2.0649,1.47493,2.0649,0.294985,0.884956,0.589971,0,1.17994,1.76991,1.47493,1.47493,0.294985,0.589971,0.884956,2.0649,0.884956,0.294985,1.17994,0.589971,0.884956,0.294985,0.294985,1.47493,0.884956,0,1.17994,0.884956,0.884956,0.884956,0.294985,0.589971,0.884956,0.294985,0.884956,0,0.294985,0.589971,0.294985,0,0,0,0,0,0.294985,0,0,0,0,0,0.884956,0.294985,0.589971,0.589971,0,0.294985,0.884956,0.294985
1502,0,0,11.1203,16.0567,19.6181,31.1719,35.535,34.9367,36.431,45.4126,32.871,44.9526,45.9586,52.4663,55.4471,55.1428,50.9865,58.6794,63.9279,64.0525,72.0373,66.2336,72.721,74.5079,69.9242,79.1221,73.6757,82.1307,80.0599,88.2952,89.7676,99.697,96.6576,97.9311,113.989,108.036,97.6635,117.291,114.695,119.856,115.5,0,125.306,134.944,131.061,146.255,137.568,137.598,149.13,0,143.916,156.599,153.111,160.446,137.603,163.926,0,166.27,150.502,177.936,164.718,0,181.146,183.742,180.13,178.884,193.233,176.08,0,188.777,0,149.236,170.657,0,0,0,0,0,195.123,167.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303951,0.303951,0,0,1.21581,1.21581,0.607903,0.911854,1.51976,0.911854,1.21581,1.51976,0.911854,2.73556,0.607903,0.911854,1.51976,0.303951,1.51976,1.82371,1.82371,1.51976,3.34347,2.43161,2.43161,3.34347,1.51976,2.43161,3.03951,2.12766,3.03951,3.95137,2.43161,2.12766,1.21581,2.73556,1.51976,1.51976,1.82371,0.303951,2.12766,1.21581,0.911854,1.51976,0.303951,0.303951,0.911854,0.303951,0.607903,1.21581,1.21581,0.303951,0.911854,0.303951,1.82371,1.21581,0,1.21581,2.12766,0.911854,0,0.911854,0.303951,0,0.911854,0.607903,0.303951,0.303951,0.911854,0.303951,0.607903,0.607903,0.303951,0.911854,0.303951,0.303951,0.607903,0.607903,0,0.607903,0.303951,0.607903,0,0.607903,0,0.303951,0,0.911854,0.607903,0.303951,0,0.911854,0,0.303951,0.303951,0.303951,0,0.911854,0,0
1802,0,0,16.6683,14.4852,20.9757,29.3957,23.2439,34.7371,35.6502,41.3686,44.3642,38.2093,42.8609,45.0199,51.5216,47.3742,47.0761,56.0215,59.4869,62.1964,65.3394,64.5732,57.2372,71.8704,72.1855,81.4913,87.3476,83.4584,87.4718,94.9429,85.688,59.2863,102.438,98.4016,104.228,106.431,112.991,97.3134,127.484,112,103.757,105.13,120.334,124.716,139.679,0,137.234,130.825,137.07,146.546,153.398,144.419,130.385,158.133,164.164,156.284,152.283,132.628,162.804,162.496,159.136,185.005,0,180.709,0,195.722,172.262,190.553,0,0,0,0,0,0,197.379,0,0,0,0,163.842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.515464,0,0,0.515464,0.515464,1.80412,1.03093,0.773196,1.28866,0.515464,1.80412,0.257732,0.515464,1.54639,1.80412,0.773196,2.06186,1.80412,2.57732,2.31959,2.57732,1.28866,3.60825,1.80412,3.35052,2.83505,2.57732,1.80412,2.83505,0.773196,2.31959,2.57732,2.83505,2.06186,1.54639,1.80412,1.03093,1.28866,2.31959,2.31959,1.28866,0.515464,0.773196,2.06186,1.54639,1.54639,1.54639,1.28866,0.773196,0.773196,1.80412,1.03093,1.03093,0.257732,0.257732,0.515464,1.28866,0.773196,0.515464,0.257732,0.257732,0.515464,0.257732,0.515464,0.515464,1.03093,0.773196,0.515464,1.54639,0.257732,0,0.257732,0.515464,0.515464,0,0.773196,0.515464,0.257732,0.773196,0.515464,0,1.03093,0,0.515464,0,0.257732,0.515464,0.257732,0,0,0.257732,0,0.257732,0,0,0.257732,0,0.257732,0.257732,0
2102,0,9.5282,14.0333,22.6022,20.0874,30.4972,35.5554,33.9848,36.803,31.04,39.3955,49.6368,43.4906,52.2907,53.0482,45.7273,57.238,48.3578,60.1693,65.3673,64.9495,71.7398,66.5736,89.9314,73.8166,76.6501,83.5255,85.7263,94.3931,103.594,97.9929,99.1968,100.579,102.812,101.563,110.286,110.763,117.704,111.038,118.126,133.651,125.644,0,127.386,135.947,117.22,135.781,140.674,146.583,137.982,148.619,0,156.16,152.43,0,158.795,159.47,157.345,0,0,0,0,179.819,0,166.825,0,176.189,193.352,194.945,196.682,126.763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276243,0.276243,0.552486,1.38122,1.10497,1.38122,1.38122,0.828729,0,0.552486,0.828729,0.828729,1.38122,2.20994,2.48619,1.65746,1.38122,1.9337,1.38122,3.59116,2.48619,1.10497,3.03867,0.828729,1.9337,3.31492,1.9337,3.03867,2.48619,2.76243,2.48619,2.48619,1.9337,1.65746,1.10497,2.48619,1.38122,1.65746,0.828729,1.65746,1.38122,1.65746,1.10497,1.10497,1.65746,1.10497,0.552486,1.38122,1.10497,1.65746,0.552486,0.552486,1.38122,1.38122,1.38122,0.828729,1.9337,0.276243,0.276243,0.828729,0,0.552486,0.828729,0.276243,0,0.828729,0.552486,1.10497,0.552486,0.276243,0.276243,0.552486,0.552486,0.552486,0.552486,0.828729,0,0,0,0.276243,0.276243,0.276243,1.10497,0,0,0,0,0.276243,0.276243,0.276243,0,0,0,0,0,0.276243,0.276243,0.276243,0
2402,0,10.7336,8.99508,16.1074,21.0951,29.961,28.5903,38.9077,30.2747,31.3979,44.2621,36.4402,48.2597,46.9813,50.3262,47.0289,50.0605,54.2585,56.6409,65.301,65.3233,66.9227,76.9893,75.4293,73.8138,74.072,87.1104,73.2295,95.5864,97.3137,89.1942,102.927,101.544,100.372,91.8424,115.979,107.349,113.986,121.396,118.274,124.095,114.984,136.006,127.602,135.221,138.388,131.967,147.063,147.682,143.316,0,155.177,151.329,0,165.884,159.831,0,170.095,0,0,0,165.773,185.372,0,0,172.922,0,0,0,0,198.228,0,0,0,188.826,0,0,0,0,178.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276243,0,0.276243,1.10497,1.9337,1.38122,1.9337,1.10497,0.828729,0.828729,1.10497,1.9337,0.828729,1.38122,1.9337,1.65746,1.38122,0.552486,2.20994,2.48619,1.10497,1.65746,2.48619,1.9337,1.38122,4.69613,1.38122,4.41989,2.76243,3.03867,1.38122,0.552486,0.828729,1.65746,1.65746,2.20994,1.38122,1.10497,1.9337,1.9337,1.9337,1.10497,0.828729,1.10497,1.9337,1.10497,1.10497,0.828729,1.38122,1.10497,1.38122,1.10497,1.10497,0.552486,0.276243,0.828729,0.276243,0.552486,1.10497,0.552486,1.10497,1.10497,0.828729,0.552486,0.828729,0.552486,0.828729,0.828729,0.276243,0.276243,0.552486,0.828729,1.38122,0.276243,0,0.276243,0.828729,0.276243,0,0.276243,0,0.552486,0,0,0.552486,0.552486,0.276243,0,0,0,0,0.276243,0,0.552486,0,0.276243,0,0,0.276243
2702,0,0,0,16.0602,27.2435,25.3009,28.487,36.4435,35.9618,30.9546,42.3426,40.798,49.5545,48.4169,43.4595,51.0105,55.579,60.4956,61.8198,64.7099,67.0671,71.1184,62.0326,71.0156,85.1798,87.0682,86.6329,87.8063,89.7551,86.4389,86.0505,98.5207,0,112.874,108.877,112.248,115.675,107.943,119.476,95.4014,126.983,120.615,136.425,101.963,134.274,137.828,124.107,129.659,146.122,147.976,152.489,147.097,138.225,0,165.475,160.543,157.839,0,152.584,177.716,180.586,158.383,0,170.031,180.717,0,196.026,0,0,196.97,186.825,185.845,0,0,0,0,173.073,0,185.329,145.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31746,0.952381,0.952381,0.634921,0.31746,0.952381,2.53968,1.5873,0.634921,0.634921,1.5873,1.90476,1.5873,1.26984,2.53968,1.90476,0.952381,1.90476,2.53968,1.90476,0.952381,2.53968,1.90476,2.22222,1.5873,3.49206,1.90476,2.53968,2.85714,2.85714,2.53968,0.31746,2.22222,2.53968,1.26984,2.53968,0.31746,1.5873,0.952381,1.90476,1.26984,1.26984,1.26984,1.90476,1.26984,0.634921,1.26984,1.26984,0.634921,0,0,0.634921,0.634921,0.634921,0.634921,1.90476,0.952381,0.952381,0.31746,0.31746,1.26984,0.634921,0.634921,0,0.31746,0,0.952381,0.634921,0.31746,0.31746,0.31746,0.952381,0.634921,0,0.634921,0.31746,0.634921,0.31746,0,0.31746,0.31746,0.634921,0,0.952381,0.634921,0,0.31746,0,0.634921,0.31746,0.31746,0.31746,0.634921,0,0,0.31746,0.634921,0.31746
